feature_1,feature_2,label
9.391976883240805,-29.900735046586746,0.0
10.035245979679583,-198.6483532594688,0.0
-21.407338689209514,35.85500222380069,0.0
148.28129510550045,-51.632268549148534,0.0
-80.14782639916423,-49.79003283867031,0.0
91.95304687024785,33.17505322320117,0.0
-52.308123778357505,51.95393996460574,0.0
10.08441672769492,97.31980494722698,0.0
-69.85588541727462,-32.21561058610176,0.0
-38.905969045416974,-145.70366351795616,0.0
29.861072674908442,26.872008817406396,0.0
0.6324075456848081,-22.82408473033797,0.0
-141.4913605096514,-41.33793389518054,0.0
-34.30911572270066,-79.62907367216755,0.0
-16.277765534240327,41.187189945887745,0.0
188.37021078182426,18.22221428650269,0.0
25.528300615905675,-6.962747829814167,0.0
-192.40374068609933,-1.8215685365286125,0.0
5.60722493718886,246.82682234145648,0.0
-19.84997299690944,30.731202655365454,0.0
-3.925050970688278,-116.53804499847818,0.0
113.82906066609507,75.44246350392535,0.0
78.51800269040541,-90.70705157064643,0.0
139.64418046332688,-140.0220016394753,0.0
57.91845237662168,219.14248968134646,0.0
-100.03842482695111,-56.629772960277194,0.0
9.003033802209272,-50.46910724854031,0.0
-155.84019261293537,6.657606697887106,0.0
-106.73639873934727,47.15889265580891,0.0
-92.40039325109854,154.74166945840193,0.0
-78.88706099715438,-32.61427363610404,0.0
80.68517560098671,-123.71236012809213,0.0
22.337744267527086,130.2207869268215,0.0
-161.05399234151383,17.981728761216452,0.0
25.759518718933972,77.69614593190792,0.0
-123.9688979637606,-132.88841377658244,0.0
52.09994853361395,29.20461154533049,0.0
24.99569780489635,33.79307632431056,0.0
-67.94686266520145,22.341482141467864,0.0
29.434522876885268,-72.10234358548723,0.0
186.86531642491252,46.49733376432335,0.0
-118.84701531118131,65.05324459490284,0.0
-97.11693729487263,78.1550108822132,0.0
116.41080413618553,-82.7345740677692,0.0
97.0254723657362,40.632149683048645,0.0
82.65890138533324,189.35025777223774,0.0
-23.76731775017488,-75.79774876898624,0.0
-88.12814114195155,-81.90699674701384,0.0
-6.972724252691841,33.925853353903776,0.0
28.177746628327842,82.65406535614562,0.0
2.27554634099566,145.3534077157317,1.0
-25.67265703151911,272.11709917755655,1.0
63.12657318987793,-85.57201356821545,1.0
-106.22168645667767,48.59073415376564,1.0
-21.597880827623882,71.81148452920202,1.0
48.12060773124733,-6.703949285964045,1.0
-84.23749321810027,-151.06977085377696,1.0
-44.27432999462342,86.09579385554856,1.0
21.817877088962952,-123.93018065379086,1.0
17.59298189939905,39.11590750137549,1.0
-88.20968213614961,15.914372125278515,1.0
5.948887183798062,-113.62594987378755,1.0
35.83478209786188,56.96927929903237,1.0
108.25758453398912,106.13582842481198,1.0
-137.86497942270123,-93.26854654204496,1.0
51.32267079759337,51.935212388877616,1.0
51.089871078908224,386.15485124360544,1.0
56.60455719177182,114.32000420876915,1.0
95.05033508014732,65.5620105806136,1.0
-32.051837457354004,76.38984816016946,1.0
-77.8873332186957,-23.24243920533507,1.0
-49.37292989425318,8.647324998001665,1.0
230.69296960372208,-186.42051162304674,1.0
67.88986289290987,-161.08257434663034,1.0
-47.78094234106577,108.96931051684365,1.0
5.540435497865719,-107.77447779293061,1.0
-72.47031396140284,67.84103247402999,1.0
-73.96741068263886,21.406883614871017,1.0
4.001185618880056,-65.380170088705,1.0
213.81371102147628,63.0726608536793,1.0
-203.02853015200432,18.27179137124626,1.0
-66.67316178199343,84.77895269799879,1.0
-79.74374958941827,-12.067978027515787,1.0
50.015895181986586,85.81469679795912,1.0
-120.45262836172046,-34.34901810930858,1.0
-47.67974287460452,-65.90294643742533,1.0
176.3753322535879,39.606518788415116,1.0
-126.14267806268012,90.92339702180313,1.0
212.24933961210337,102.71056342013665,1.0
-151.83245008976166,-48.97145926195221,1.0
126.94192827272565,-71.5388706925826,1.0
44.608363375084295,76.98223715932622,1.0
-92.33801279170768,-6.511980248778364,1.0
-323.60482479849026,-103.0696439921718,1.0
-24.72021589268372,-125.28221842964726,1.0
163.93415246735736,-143.51764780581158,1.0
-43.32036985088322,12.697982215498966,1.0
144.82177691672305,-143.86116653580092,1.0
117.00772131159721,0.8457985945693103,1.0
-97.60128741870493,46.140919618835454,1.0
